  0%|                                                                                                                                                                                  | 0/5118 [00:00<?, ?it/s]/data/pangzs/miniconda3/envs/etchat/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
You are not running the flash-attention implementation, expect numerical differences.
                                                                                                                                                                                                                
{'loss': 6.1578, 'grad_norm': 0.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 6.2086, 'grad_norm': 5.605069637298584, 'learning_rate': 3.246753246753247e-06, 'epoch': 0.01}
{'loss': 6.018, 'grad_norm': 4.461099624633789, 'learning_rate': 3.376623376623377e-06, 'epoch': 0.01}
{'loss': 5.9852, 'grad_norm': 5.087994575500488, 'learning_rate': 3.506493506493507e-06, 'epoch': 0.01}
{'loss': 6.2035, 'grad_norm': 5.195764541625977, 'learning_rate': 3.6363636363636366e-06, 'epoch': 0.01}
{'loss': 5.5107, 'grad_norm': 4.637640476226807, 'learning_rate': 3.7662337662337666e-06, 'epoch': 0.01}
{'loss': 5.5443, 'grad_norm': 4.765057563781738, 'learning_rate': 3.896103896103897e-06, 'epoch': 0.01}
{'loss': 5.3801, 'grad_norm': 4.933468341827393, 'learning_rate': 4.025974025974026e-06, 'epoch': 0.01}
{'loss': 5.5532, 'grad_norm': 4.64169979095459, 'learning_rate': 4.155844155844157e-06, 'epoch': 0.01}
{'loss': 5.3889, 'grad_norm': 4.370319843292236, 'learning_rate': 4.2857142857142855e-06, 'epoch': 0.01}
{'loss': 5.7153, 'grad_norm': 5.149960517883301, 'learning_rate': 4.415584415584416e-06, 'epoch': 0.01}
{'loss': 4.9479, 'grad_norm': 4.11280632019043, 'learning_rate': 4.5454545454545455e-06, 'epoch': 0.01}
{'loss': 5.5681, 'grad_norm': 4.096583843231201, 'learning_rate': 4.675324675324676e-06, 'epoch': 0.01}
{'loss': 5.2125, 'grad_norm': 4.734769821166992, 'learning_rate': 4.805194805194806e-06, 'epoch': 0.01}
{'loss': 5.4296, 'grad_norm': 4.688498020172119, 'learning_rate': 4.935064935064935e-06, 'epoch': 0.01}
{'loss': 5.4348, 'grad_norm': 4.784095764160156, 'learning_rate': 5.064935064935065e-06, 'epoch': 0.01}
{'loss': 5.111, 'grad_norm': 4.411114692687988, 'learning_rate': 5.194805194805194e-06, 'epoch': 0.01}
{'loss': 5.4601, 'grad_norm': 4.63954496383667, 'learning_rate': 5.324675324675325e-06, 'epoch': 0.01}
{'loss': 4.9962, 'grad_norm': 5.356697082519531, 'learning_rate': 5.4545454545454545e-06, 'epoch': 0.01}
{'loss': 5.0213, 'grad_norm': 4.528692722320557, 'learning_rate': 5.584415584415585e-06, 'epoch': 0.01}
{'loss': 4.7281, 'grad_norm': 4.264317989349365, 'learning_rate': 5.7142857142857145e-06, 'epoch': 0.01}
{'loss': 5.1244, 'grad_norm': 4.722415447235107, 'learning_rate': 5.844155844155844e-06, 'epoch': 0.01}
{'loss': 4.965, 'grad_norm': 4.5446391105651855, 'learning_rate': 5.9740259740259746e-06, 'epoch': 0.01}
{'loss': 4.9938, 'grad_norm': 4.717015743255615, 'learning_rate': 6.103896103896104e-06, 'epoch': 0.01}
{'loss': 5.0318, 'grad_norm': 5.098680019378662, 'learning_rate': 6.233766233766234e-06, 'epoch': 0.01}
{'loss': 5.0355, 'grad_norm': 5.0498366355896, 'learning_rate': 6.363636363636364e-06, 'epoch': 0.01}
{'loss': 5.3067, 'grad_norm': 5.049320697784424, 'learning_rate': 6.493506493506494e-06, 'epoch': 0.01}
{'loss': 5.0681, 'grad_norm': 4.300936222076416, 'learning_rate': 6.623376623376624e-06, 'epoch': 0.01}
{'loss': 4.7724, 'grad_norm': 5.16602897644043, 'learning_rate': 6.753246753246754e-06, 'epoch': 0.01}
{'loss': 5.2284, 'grad_norm': 4.889822006225586, 'learning_rate': 6.8831168831168835e-06, 'epoch': 0.01}
{'loss': 4.7636, 'grad_norm': 4.659657955169678, 'learning_rate': 7.012987012987014e-06, 'epoch': 0.01}
{'loss': 4.6632, 'grad_norm': 4.365668296813965, 'learning_rate': 7.1428571428571436e-06, 'epoch': 0.01}
{'loss': 4.7636, 'grad_norm': 5.573558807373047, 'learning_rate': 7.272727272727273e-06, 'epoch': 0.01}
{'loss': 4.7517, 'grad_norm': 4.622409343719482, 'learning_rate': 7.402597402597404e-06, 'epoch': 0.01}
{'loss': 4.5742, 'grad_norm': 5.148111820220947, 'learning_rate': 7.532467532467533e-06, 'epoch': 0.01}
{'loss': 4.8781, 'grad_norm': 5.34805965423584, 'learning_rate': 7.662337662337663e-06, 'epoch': 0.01}
{'loss': 4.598, 'grad_norm': 5.417299270629883, 'learning_rate': 7.792207792207793e-06, 'epoch': 0.01}
{'loss': 4.6895, 'grad_norm': 5.068915367126465, 'learning_rate': 7.922077922077924e-06, 'epoch': 0.01}
{'loss': 4.515, 'grad_norm': 4.5039753913879395, 'learning_rate': 8.051948051948052e-06, 'epoch': 0.01}
{'loss': 4.5621, 'grad_norm': 4.6738996505737305, 'learning_rate': 8.181818181818183e-06, 'epoch': 0.01}
{'loss': 4.6582, 'grad_norm': 4.904823303222656, 'learning_rate': 8.311688311688313e-06, 'epoch': 0.01}
{'loss': 4.7976, 'grad_norm': 4.886319160461426, 'learning_rate': 8.441558441558442e-06, 'epoch': 0.01}
{'loss': 4.542, 'grad_norm': 5.059604167938232, 'learning_rate': 8.571428571428571e-06, 'epoch': 0.01}
{'loss': 4.2841, 'grad_norm': 5.038175582885742, 'learning_rate': 8.701298701298701e-06, 'epoch': 0.01}
{'loss': 4.3051, 'grad_norm': 4.960402011871338, 'learning_rate': 8.831168831168832e-06, 'epoch': 0.01}
{'loss': 4.547, 'grad_norm': 5.7239766120910645, 'learning_rate': 8.96103896103896e-06, 'epoch': 0.01}
{'loss': 4.538, 'grad_norm': 5.320948123931885, 'learning_rate': 9.090909090909091e-06, 'epoch': 0.01}
{'loss': 4.5051, 'grad_norm': 5.042739391326904, 'learning_rate': 9.220779220779221e-06, 'epoch': 0.01}
{'loss': 4.2864, 'grad_norm': 5.044246673583984, 'learning_rate': 9.350649350649352e-06, 'epoch': 0.02}
{'loss': 4.4309, 'grad_norm': 5.682091236114502, 'learning_rate': 9.48051948051948e-06, 'epoch': 0.02}
{'loss': 4.246, 'grad_norm': 5.125795364379883, 'learning_rate': 9.610389610389611e-06, 'epoch': 0.02}
{'loss': 4.4464, 'grad_norm': 5.155868053436279, 'learning_rate': 9.740259740259742e-06, 'epoch': 0.02}
{'loss': 4.2331, 'grad_norm': 5.048336029052734, 'learning_rate': 9.87012987012987e-06, 'epoch': 0.02}
{'loss': 4.3161, 'grad_norm': 5.5484724044799805, 'learning_rate': 1e-05, 'epoch': 0.02}
{'loss': 4.3342, 'grad_norm': 4.889240741729736, 'learning_rate': 1.012987012987013e-05, 'epoch': 0.02}
{'loss': 4.2677, 'grad_norm': 5.998518466949463, 'learning_rate': 1.025974025974026e-05, 'epoch': 0.02}
{'loss': 4.3475, 'grad_norm': 5.086315631866455, 'learning_rate': 1.0389610389610389e-05, 'epoch': 0.02}
{'loss': 4.344, 'grad_norm': 5.247206211090088, 'learning_rate': 1.0519480519480521e-05, 'epoch': 0.02}
{'loss': 4.4189, 'grad_norm': 5.085496425628662, 'learning_rate': 1.064935064935065e-05, 'epoch': 0.02}
{'loss': 4.2195, 'grad_norm': 4.9759840965271, 'learning_rate': 1.077922077922078e-05, 'epoch': 0.02}
{'loss': 4.1637, 'grad_norm': 5.116095542907715, 'learning_rate': 1.0909090909090909e-05, 'epoch': 0.02}
{'loss': 4.1139, 'grad_norm': 5.409182548522949, 'learning_rate': 1.1038961038961041e-05, 'epoch': 0.02}
{'loss': 4.0246, 'grad_norm': 4.508571624755859, 'learning_rate': 1.116883116883117e-05, 'epoch': 0.02}
{'loss': 4.1396, 'grad_norm': 4.771773815155029, 'learning_rate': 1.12987012987013e-05, 'epoch': 0.02}
{'loss': 4.1394, 'grad_norm': 4.193623065948486, 'learning_rate': 1.1428571428571429e-05, 'epoch': 0.02}
{'loss': 4.0217, 'grad_norm': 4.889763355255127, 'learning_rate': 1.155844155844156e-05, 'epoch': 0.02}
{'loss': 4.075, 'grad_norm': 4.360291957855225, 'learning_rate': 1.1688311688311688e-05, 'epoch': 0.02}
{'loss': 4.0361, 'grad_norm': 4.304712772369385, 'learning_rate': 1.181818181818182e-05, 'epoch': 0.02}
{'loss': 3.9973, 'grad_norm': 4.234702110290527, 'learning_rate': 1.1948051948051949e-05, 'epoch': 0.02}
{'loss': 3.9787, 'grad_norm': 3.890552520751953, 'learning_rate': 1.207792207792208e-05, 'epoch': 0.02}
{'loss': 4.0132, 'grad_norm': 4.169127941131592, 'learning_rate': 1.2207792207792208e-05, 'epoch': 0.02}
{'loss': 3.9531, 'grad_norm': 4.039750099182129, 'learning_rate': 1.2337662337662339e-05, 'epoch': 0.02}
{'loss': 4.0694, 'grad_norm': 3.171154260635376, 'learning_rate': 1.2467532467532468e-05, 'epoch': 0.02}
{'loss': 3.7479, 'grad_norm': 3.2483911514282227, 'learning_rate': 1.25974025974026e-05, 'epoch': 0.02}
{'loss': 3.9268, 'grad_norm': 3.9892003536224365, 'learning_rate': 1.2727272727272728e-05, 'epoch': 0.02}
{'loss': 3.9692, 'grad_norm': 3.1871249675750732, 'learning_rate': 1.2857142857142859e-05, 'epoch': 0.02}
{'loss': 3.9751, 'grad_norm': 3.4093146324157715, 'learning_rate': 1.2987012987012988e-05, 'epoch': 0.02}
{'loss': 3.8545, 'grad_norm': 2.713334321975708, 'learning_rate': 1.311688311688312e-05, 'epoch': 0.02}
{'loss': 3.8196, 'grad_norm': 2.6577727794647217, 'learning_rate': 1.3246753246753249e-05, 'epoch': 0.02}
{'loss': 4.1263, 'grad_norm': 2.7451171875, 'learning_rate': 1.3376623376623377e-05, 'epoch': 0.02}
{'loss': 3.8663, 'grad_norm': 2.8190996646881104, 'learning_rate': 1.3506493506493508e-05, 'epoch': 0.02}
{'loss': 4.093, 'grad_norm': 3.045745372772217, 'learning_rate': 1.3636363636363637e-05, 'epoch': 0.02}
{'loss': 3.7241, 'grad_norm': 2.9394443035125732, 'learning_rate': 1.3766233766233767e-05, 'epoch': 0.02}
{'loss': 3.8003, 'grad_norm': 2.8736910820007324, 'learning_rate': 1.3896103896103896e-05, 'epoch': 0.02}
{'loss': 3.9363, 'grad_norm': 3.057548761367798, 'learning_rate': 1.4025974025974028e-05, 'epoch': 0.02}
{'loss': 3.7368, 'grad_norm': 3.059460163116455, 'learning_rate': 1.4155844155844157e-05, 'epoch': 0.02}
{'loss': 3.7368, 'grad_norm': 3.8395469188690186, 'learning_rate': 1.4285714285714287e-05, 'epoch': 0.02}
{'loss': 3.7078, 'grad_norm': 3.1498372554779053, 'learning_rate': 1.4415584415584416e-05, 'epoch': 0.02}
{'loss': 3.8756, 'grad_norm': 2.590041399002075, 'learning_rate': 1.4545454545454546e-05, 'epoch': 0.02}
{'loss': 4.3492, 'grad_norm': 2.2667722702026367, 'learning_rate': 1.4675324675324675e-05, 'epoch': 0.02}
{'loss': 3.7748, 'grad_norm': 3.1473493576049805, 'learning_rate': 1.4805194805194807e-05, 'epoch': 0.02}
{'loss': 3.8956, 'grad_norm': 2.8457276821136475, 'learning_rate': 1.4935064935064936e-05, 'epoch': 0.02}
{'loss': 3.8987, 'grad_norm': 2.5341007709503174, 'learning_rate': 1.5064935064935066e-05, 'epoch': 0.02}
{'loss': 3.8554, 'grad_norm': 4.225633144378662, 'learning_rate': 1.5194805194805195e-05, 'epoch': 0.02}
{'loss': 3.8313, 'grad_norm': 3.8437654972076416, 'learning_rate': 1.5324675324675326e-05, 'epoch': 0.02}
{'loss': 3.8195, 'grad_norm': 3.8552639484405518, 'learning_rate': 1.5454545454545454e-05, 'epoch': 0.02}
{'loss': 4.1436, 'grad_norm': 3.245927572250366, 'learning_rate': 1.5584415584415587e-05, 'epoch': 0.02}
{'loss': 3.5935, 'grad_norm': 2.7961504459381104, 'learning_rate': 1.5714285714285715e-05, 'epoch': 0.02}
{'loss': 3.7511, 'grad_norm': 2.6381051540374756, 'learning_rate': 1.5844155844155847e-05, 'epoch': 0.02}
{'loss': 3.9829, 'grad_norm': 2.452624797821045, 'learning_rate': 1.5974025974025976e-05, 'epoch': 0.03}
{'loss': 3.7763, 'grad_norm': 3.156700372695923, 'learning_rate': 1.6103896103896105e-05, 'epoch': 0.03}
{'loss': 3.9832, 'grad_norm': 2.376203775405884, 'learning_rate': 1.6233766233766234e-05, 'epoch': 0.03}
{'loss': 3.9283, 'grad_norm': 2.879153251647949, 'learning_rate': 1.6363636363636366e-05, 'epoch': 0.03}
{'loss': 3.7499, 'grad_norm': 2.473271608352661, 'learning_rate': 1.6493506493506495e-05, 'epoch': 0.03}
{'loss': 3.9779, 'grad_norm': 2.876425266265869, 'learning_rate': 1.6623376623376627e-05, 'epoch': 0.03}
{'loss': 3.8415, 'grad_norm': 2.4360716342926025, 'learning_rate': 1.6753246753246756e-05, 'epoch': 0.03}
{'loss': 3.7847, 'grad_norm': 2.6605165004730225, 'learning_rate': 1.6883116883116884e-05, 'epoch': 0.03}
{'loss': 3.8572, 'grad_norm': 2.5070173740386963, 'learning_rate': 1.7012987012987013e-05, 'epoch': 0.03}
{'loss': 3.6911, 'grad_norm': 2.5348799228668213, 'learning_rate': 1.7142857142857142e-05, 'epoch': 0.03}
{'loss': 3.5919, 'grad_norm': 2.6772921085357666, 'learning_rate': 1.7272727272727274e-05, 'epoch': 0.03}
{'loss': 3.9111, 'grad_norm': 2.2925171852111816, 'learning_rate': 1.7402597402597403e-05, 'epoch': 0.03}
{'loss': 3.9358, 'grad_norm': 2.9343626499176025, 'learning_rate': 1.7532467532467535e-05, 'epoch': 0.03}
{'loss': 3.6586, 'grad_norm': 2.208462715148926, 'learning_rate': 1.7662337662337664e-05, 'epoch': 0.03}
{'loss': 3.7554, 'grad_norm': 2.528785467147827, 'learning_rate': 1.7792207792207792e-05, 'epoch': 0.03}
{'loss': 3.9941, 'grad_norm': 2.527682304382324, 'learning_rate': 1.792207792207792e-05, 'epoch': 0.03}
{'loss': 3.8121, 'grad_norm': 4.1876702308654785, 'learning_rate': 1.8051948051948053e-05, 'epoch': 0.03}
{'loss': 4.0198, 'grad_norm': 3.3277604579925537, 'learning_rate': 1.8181818181818182e-05, 'epoch': 0.03}
{'loss': 3.9176, 'grad_norm': 2.733124017715454, 'learning_rate': 1.8311688311688314e-05, 'epoch': 0.03}
{'loss': 3.8836, 'grad_norm': 2.649505615234375, 'learning_rate': 1.8441558441558443e-05, 'epoch': 0.03}
{'loss': 3.6491, 'grad_norm': 2.8031442165374756, 'learning_rate': 1.8571428571428575e-05, 'epoch': 0.03}
{'loss': 3.8105, 'grad_norm': 2.249870538711548, 'learning_rate': 1.8701298701298704e-05, 'epoch': 0.03}
{'loss': 3.4742, 'grad_norm': 1.7838947772979736, 'learning_rate': 1.8831168831168833e-05, 'epoch': 0.03}
{'loss': 3.5528, 'grad_norm': 1.9250823259353638, 'learning_rate': 1.896103896103896e-05, 'epoch': 0.03}
{'loss': 3.768, 'grad_norm': 2.325955629348755, 'learning_rate': 1.9090909090909094e-05, 'epoch': 0.03}
{'loss': 4.0319, 'grad_norm': 2.21647572517395, 'learning_rate': 1.9220779220779222e-05, 'epoch': 0.03}
{'loss': 3.9232, 'grad_norm': 1.8607155084609985, 'learning_rate': 1.9350649350649354e-05, 'epoch': 0.03}
{'loss': 3.942, 'grad_norm': 2.1198816299438477, 'learning_rate': 1.9480519480519483e-05, 'epoch': 0.03}
{'loss': 3.7735, 'grad_norm': 2.053265333175659, 'learning_rate': 1.9610389610389612e-05, 'epoch': 0.03}
{'loss': 3.8522, 'grad_norm': 2.0655598640441895, 'learning_rate': 1.974025974025974e-05, 'epoch': 0.03}
{'loss': 3.7686, 'grad_norm': 1.9708932638168335, 'learning_rate': 1.9870129870129873e-05, 'epoch': 0.03}
{'loss': 3.528, 'grad_norm': 2.23225998878479, 'learning_rate': 2e-05, 'epoch': 0.03}
{'loss': 3.605, 'grad_norm': 2.4937939643859863, 'learning_rate': 1.9999997997344768e-05, 'epoch': 0.03}
{'loss': 3.9322, 'grad_norm': 1.935405969619751, 'learning_rate': 1.9999991989379874e-05, 'epoch': 0.03}
{'loss': 3.7223, 'grad_norm': 2.090179920196533, 'learning_rate': 1.9999981976107724e-05, 'epoch': 0.03}
{'loss': 3.7992, 'grad_norm': 2.0941784381866455, 'learning_rate': 1.999996795753233e-05, 'epoch': 0.03}
{'loss': 3.6597, 'grad_norm': 2.348053216934204, 'learning_rate': 1.9999949933659307e-05, 'epoch': 0.03}
{'loss': 4.032, 'grad_norm': 2.3366591930389404, 'learning_rate': 1.999992790449587e-05, 'epoch': 0.03}
{'loss': 3.6609, 'grad_norm': 2.236192464828491, 'learning_rate': 1.9999901870050848e-05, 'epoch': 0.03}
{'loss': 3.8582, 'grad_norm': 3.4635560512542725, 'learning_rate': 1.9999871830334667e-05, 'epoch': 0.03}
{'loss': 3.7611, 'grad_norm': 2.069391965866089, 'learning_rate': 1.9999837785359356e-05, 'epoch': 0.03}
{'loss': 3.8888, 'grad_norm': 2.3239810466766357, 'learning_rate': 1.999979973513855e-05, 'epoch': 0.03}
{'loss': 3.634, 'grad_norm': 3.2925050258636475, 'learning_rate': 1.9999757679687498e-05, 'epoch': 0.03}
{'loss': 3.766, 'grad_norm': 2.5464138984680176, 'learning_rate': 1.9999711619023036e-05, 'epoch': 0.03}
{'loss': 3.6561, 'grad_norm': 2.2889835834503174, 'learning_rate': 1.9999661553163615e-05, 'epoch': 0.03}
{'loss': 3.819, 'grad_norm': 2.3218672275543213, 'learning_rate': 1.999960748212929e-05, 'epoch': 0.03}
{'loss': 3.8966, 'grad_norm': 2.284010648727417, 'learning_rate': 1.9999549405941714e-05, 'epoch': 0.03}
{'loss': 3.8919, 'grad_norm': 3.0185868740081787, 'learning_rate': 1.9999487324624152e-05, 'epoch': 0.03}
{'loss': 3.8057, 'grad_norm': 2.697334051132202, 'learning_rate': 1.9999421238201465e-05, 'epoch': 0.03}
{'loss': 3.7698, 'grad_norm': 2.261868476867676, 'learning_rate': 1.9999351146700133e-05, 'epoch': 0.03}
{'loss': 3.8233, 'grad_norm': 2.1102168560028076, 'learning_rate': 1.9999277050148217e-05, 'epoch': 0.03}
{'loss': 3.7002, 'grad_norm': 4.698794364929199, 'learning_rate': 1.9999198948575404e-05, 'epoch': 0.03}
{'loss': 3.8933, 'grad_norm': 3.4856081008911133, 'learning_rate': 1.9999116842012973e-05, 'epoch': 0.04}
{'loss': 3.8392, 'grad_norm': 2.4185895919799805, 'learning_rate': 1.999903073049381e-05, 'epoch': 0.04}
{'loss': 3.9278, 'grad_norm': 2.2930073738098145, 'learning_rate': 1.9998940614052404e-05, 'epoch': 0.04}
{'loss': 3.665, 'grad_norm': 2.812692880630493, 'learning_rate': 1.999884649272485e-05, 'epoch': 0.04}
{'loss': 3.7128, 'grad_norm': 2.2865982055664062, 'learning_rate': 1.999874836654885e-05, 'epoch': 0.04}
{'loss': 3.8193, 'grad_norm': 2.347721815109253, 'learning_rate': 1.9998646235563702e-05, 'epoch': 0.04}
{'loss': 3.7196, 'grad_norm': 2.132692813873291, 'learning_rate': 1.9998540099810318e-05, 'epoch': 0.04}
{'loss': 3.5775, 'grad_norm': 2.2169406414031982, 'learning_rate': 1.9998429959331204e-05, 'epoch': 0.04}
{'loss': 3.5607, 'grad_norm': 2.347327709197998, 'learning_rate': 1.9998315814170473e-05, 'epoch': 0.04}
{'loss': 3.612, 'grad_norm': 2.1135456562042236, 'learning_rate': 1.999819766437385e-05, 'epoch': 0.04}
{'loss': 3.8696, 'grad_norm': 2.2129428386688232, 'learning_rate': 1.999807550998865e-05, 'epoch': 0.04}
{'loss': 3.7289, 'grad_norm': 2.008235454559326, 'learning_rate': 1.9997949351063807e-05, 'epoch': 0.04}
{'loss': 3.8429, 'grad_norm': 1.8953665494918823, 'learning_rate': 1.999781918764985e-05, 'epoch': 0.04}
{'loss': 3.5776, 'grad_norm': 1.8321012258529663, 'learning_rate': 1.9997685019798913e-05, 'epoch': 0.04}
{'loss': 3.2824, 'grad_norm': 1.8884689807891846, 'learning_rate': 1.9997546847564727e-05, 'epoch': 0.04}
{'loss': 3.5538, 'grad_norm': 1.8688502311706543, 'learning_rate': 1.9997404671002645e-05, 'epoch': 0.04}
{'loss': 3.6814, 'grad_norm': 2.0050690174102783, 'learning_rate': 1.999725849016961e-05, 'epoch': 0.04}
{'loss': 3.5542, 'grad_norm': 2.2584922313690186, 'learning_rate': 1.9997108305124165e-05, 'epoch': 0.04}
{'loss': 3.9454, 'grad_norm': 2.281254768371582, 'learning_rate': 1.9996954115926477e-05, 'epoch': 0.04}
{'loss': 3.6286, 'grad_norm': 1.9042571783065796, 'learning_rate': 1.9996795922638293e-05, 'epoch': 0.04}
{'loss': 3.5504, 'grad_norm': 2.6900336742401123, 'learning_rate': 1.9996633725322977e-05, 'epoch': 0.04}
{'loss': 3.6393, 'grad_norm': 2.443329334259033, 'learning_rate': 1.9996467524045492e-05, 'epoch': 0.04}
{'loss': 3.6899, 'grad_norm': 3.1714670658111572, 'learning_rate': 1.9996297318872413e-05, 'epoch': 0.04}
{'loss': 3.8759, 'grad_norm': 3.4138691425323486, 'learning_rate': 1.999612310987191e-05, 'epoch': 0.04}
{'loss': 4.0575, 'grad_norm': 3.6405928134918213, 'learning_rate': 1.9995944897113753e-05, 'epoch': 0.04}
{'loss': 3.7168, 'grad_norm': 2.3550238609313965, 'learning_rate': 1.9995762680669326e-05, 'epoch': 0.04}
{'loss': 3.5003, 'grad_norm': 1.9402860403060913, 'learning_rate': 1.9995576460611617e-05, 'epoch': 0.04}
{'loss': 3.7418, 'grad_norm': 2.073697805404663, 'learning_rate': 1.9995386237015208e-05, 'epoch': 0.04}
{'loss': 3.6489, 'grad_norm': 2.4222331047058105, 'learning_rate': 1.999519200995629e-05, 'epoch': 0.04}
{'loss': 3.4747, 'grad_norm': 2.1257688999176025, 'learning_rate': 1.9994993779512656e-05, 'epoch': 0.04}
{'loss': 3.4808, 'grad_norm': 1.9321802854537964, 'learning_rate': 1.9994791545763707e-05, 'epoch': 0.04}
{'loss': 3.708, 'grad_norm': 2.2100138664245605, 'learning_rate': 1.9994585308790437e-05, 'epoch': 0.04}
{'loss': 3.8225, 'grad_norm': 1.971265196800232, 'learning_rate': 1.999437506867546e-05, 'epoch': 0.04}
{'loss': 3.9508, 'grad_norm': 2.0093798637390137, 'learning_rate': 1.9994160825502975e-05, 'epoch': 0.04}
{'loss': 3.6804, 'grad_norm': 2.266420602798462, 'learning_rate': 1.99939425793588e-05, 'epoch': 0.04}
{'loss': 3.7213, 'grad_norm': 1.8922033309936523, 'learning_rate': 1.9993720330330343e-05, 'epoch': 0.04}
{'loss': 3.8462, 'grad_norm': 2.9440512657165527, 'learning_rate': 1.9993494078506626e-05, 'epoch': 0.04}
{'loss': 3.9234, 'grad_norm': 2.0827412605285645, 'learning_rate': 1.9993263823978268e-05, 'epoch': 0.04}
{'loss': 3.4976, 'grad_norm': 1.704102635383606, 'learning_rate': 1.9993029566837493e-05, 'epoch': 0.04}
{'loss': 3.7833, 'grad_norm': 2.2085225582122803, 'learning_rate': 1.9992791307178133e-05, 'epoch': 0.04}
{'loss': 3.8953, 'grad_norm': 1.9832069873809814, 'learning_rate': 1.9992549045095607e-05, 'epoch': 0.04}
{'loss': 3.8369, 'grad_norm': 2.1476361751556396, 'learning_rate': 1.999230278068696e-05, 'epoch': 0.04}
